date,or_size_pct,or_close_position,breakout_dir,breakout_minute,vol_ratio,mfe_pre_retest_pct,mins_to_retest,outcome_60min,outcome_120min,outcome_cierre,mins_resolution
2019-11-07,0.3141,0.7619,up,45,0.8364,0.2435,107.0,neutro,neutro,falla,162.0
2019-11-19,0.1819,0.0541,down,15,0.9653,0.2217,32.0,continuacion,continuacion,continuacion,30.0
2019-12-03,0.4704,0.4366,down,18,0.7149,0.2054,3.0,neutro,neutro,falla,203.0
2019-12-05,0.2769,0.5169,down,28,0.8695,0.3697,82.0,neutro,neutro,neutro,
2019-12-10,0.3785,0.5455,up,36,0.9021,0.3281,57.0,neutro,neutro,neutro,
2019-12-11,0.1622,0.9063,up,18,0.8501,0.23,64.0,neutro,neutro,continuacion,194.0
2019-12-12,0.9884,0.8169,up,29,0.8568,0.3923,46.0,neutro,neutro,neutro,
2019-12-13,0.3884,0.9137,up,15,0.9303,0.5567,45.0,neutro,neutro,neutro,
2019-12-27,0.2153,0.1974,down,19,0.8235,0.383,47.0,neutro,neutro,continuacion,312.0
2019-12-30,0.7737,0.0061,down,15,0.9664,0.2458,9.0,continuacion,continuacion,continuacion,19.0
2020-01-03,0.7882,0.9584,up,151,0.5168,0.2326,77.0,neutro,neutro,neutro,
2020-01-08,0.4323,0.9452,up,24,0.8812,0.2221,96.0,continuacion,continuacion,continuacion,7.0
2020-01-30,0.7726,0.8707,down,75,0.7989,0.2176,13.0,continuacion,continuacion,continuacion,2.0
2020-01-31,0.6615,0.0878,down,15,0.9325,0.2251,10.0,continuacion,continuacion,continuacion,9.0
2020-02-05,0.8985,0.0829,down,43,0.8252,0.5829,114.0,neutro,neutro,neutro,
2020-02-11,0.4438,0.6508,up,38,0.6887,0.2914,83.0,neutro,neutro,falla,152.0
2020-02-12,0.2448,0.2802,down,19,0.9792,0.2015,9.0,continuacion,continuacion,continuacion,9.0
2020-02-21,0.8186,0.1684,down,15,1.0889,0.4696,12.0,continuacion,continuacion,continuacion,43.0
2020-02-24,1.6773,0.9837,up,16,0.9799,0.2414,31.0,neutro,neutro,neutro,
2020-02-25,0.7608,0.0183,down,15,0.9677,0.2965,4.0,continuacion,continuacion,continuacion,31.0
2020-02-26,1.5248,0.8727,up,65,0.9023,0.2503,19.0,neutro,falla,falla,82.0
2020-02-27,1.0461,0.3907,down,16,0.9713,0.2467,2.0,continuacion,continuacion,continuacion,35.0
2020-02-28,2.4074,0.5681,up,112,0.9454,2.0945,34.0,neutro,neutro,neutro,
2020-03-02,1.3145,0.4482,down,35,0.9572,0.2614,3.0,continuacion,continuacion,continuacion,1.0
2020-03-03,1.1273,0.2355,down,20,0.9048,0.6433,10.0,falla,falla,falla,1.0
2020-03-04,1.0995,0.3438,down,23,0.9852,0.2407,4.0,continuacion,continuacion,continuacion,1.0
2020-03-05,0.919,0.8309,up,48,0.938,0.4107,8.0,continuacion,continuacion,continuacion,27.0
2020-03-09,0.7003,0.2317,down,15,1.0719,0.3854,13.0,continuacion,continuacion,continuacion,9.0
2020-03-11,0.627,0.0161,down,19,0.9473,0.2173,9.0,continuacion,continuacion,continuacion,22.0
2020-03-12,0.955,0.2804,up,22,0.9714,0.4214,3.0,falla,falla,falla,13.0
2020-03-13,1.2332,0.1331,down,22,0.7603,0.8285,12.0,continuacion,continuacion,continuacion,23.0
2020-03-16,2.4367,0.7918,up,16,0.9102,0.3415,22.0,continuacion,continuacion,continuacion,1.0
2020-03-17,1.0924,0.9679,up,15,1.2322,0.2274,2.0,continuacion,continuacion,continuacion,1.0
2020-03-18,1.0533,0.7629,down,17,1.0818,0.2214,2.0,continuacion,continuacion,continuacion,2.0
2020-03-19,2.197,0.1935,down,17,1.0901,0.6052,7.0,falla,falla,falla,31.0
2020-03-20,0.7399,0.1866,down,15,1.0076,0.3313,2.0,falla,falla,falla,6.0
2020-03-23,1.207,0.7024,down,24,0.9983,0.9009,16.0,continuacion,continuacion,continuacion,3.0
2020-03-24,0.46,0.5289,down,16,0.942,0.5321,14.0,continuacion,continuacion,continuacion,6.0
2020-03-25,1.0811,0.5969,up,29,0.9065,0.3711,13.0,continuacion,continuacion,continuacion,14.0
2020-03-26,0.965,0.5386,down,18,1.0547,0.2411,6.0,falla,falla,falla,35.0
2020-03-27,0.5236,0.5258,up,30,1.0846,0.9397,32.0,falla,falla,falla,31.0
2020-03-30,0.7148,0.6965,up,37,0.9854,0.2622,16.0,continuacion,continuacion,continuacion,5.0
2020-03-31,0.4786,0.3753,down,24,0.9363,0.6228,21.0,continuacion,continuacion,continuacion,49.0
2020-04-01,0.926,0.5444,up,46,0.9675,0.2205,23.0,continuacion,continuacion,continuacion,7.0
2020-04-03,1.1579,0.8174,down,52,1.0162,0.3029,14.0,continuacion,continuacion,continuacion,1.0
2020-04-07,1.1991,0.3379,down,36,0.9768,1.5833,101.0,neutro,neutro,continuacion,184.0
2020-04-08,0.6422,0.4654,down,19,0.891,0.2877,3.0,continuacion,continuacion,continuacion,5.0
2020-04-09,1.0698,0.9582,down,38,0.9346,0.2188,2.0,continuacion,continuacion,continuacion,4.0
2020-04-13,0.802,0.2936,down,17,0.8713,0.2655,39.0,continuacion,continuacion,continuacion,37.0
2020-04-14,0.9883,0.9711,up,15,0.8179,0.8064,87.0,continuacion,continuacion,continuacion,50.0
2020-04-16,0.5834,0.4468,down,24,0.8741,0.6256,29.0,falla,falla,falla,26.0
2020-04-17,1.225,0.2939,down,68,0.8438,0.2623,15.0,continuacion,continuacion,continuacion,28.0
2020-04-20,0.6289,0.2754,up,54,0.8713,0.2379,15.0,continuacion,continuacion,continuacion,5.0
2020-04-21,1.3056,0.0187,down,15,1.0395,0.2202,36.0,continuacion,continuacion,continuacion,2.0
2020-04-23,0.937,0.8481,up,48,0.9066,0.4827,53.0,neutro,falla,falla,94.0
2020-04-24,0.5945,0.1528,down,16,1.1353,0.3467,6.0,continuacion,continuacion,continuacion,7.0
2020-04-27,0.4321,0.3215,up,27,0.9498,0.2035,24.0,falla,falla,falla,38.0
2020-04-29,0.5856,0.9119,up,15,0.9341,0.3419,24.0,continuacion,continuacion,continuacion,7.0
2020-04-30,0.8803,0.3802,down,150,0.9216,0.2801,7.0,continuacion,continuacion,continuacion,23.0
2020-05-01,0.7146,0.4905,up,30,1.2599,0.4078,10.0,neutro,falla,falla,80.0
2020-05-05,0.5348,0.7838,up,18,0.9362,0.3299,23.0,neutro,continuacion,continuacion,70.0
2020-05-06,0.6215,0.6547,down,27,1.0436,0.4064,21.0,falla,falla,falla,27.0
2020-05-07,0.5342,0.729,down,37,0.8619,0.2981,53.0,falla,falla,falla,46.0
2020-05-08,0.5668,0.4449,up,46,0.8567,0.295,33.0,continuacion,continuacion,continuacion,53.0
2020-05-11,0.7082,0.8602,up,15,0.9536,0.3647,53.0,continuacion,continuacion,continuacion,8.0
2020-05-12,0.8761,0.3836,down,20,0.9904,0.2919,6.0,neutro,neutro,continuacion,322.0
2020-05-13,1.0779,0.3274,up,32,0.8592,0.256,22.0,continuacion,continuacion,continuacion,3.0
2020-05-14,0.7033,0.1503,down,18,0.9995,0.6486,21.0,continuacion,continuacion,continuacion,20.0
2020-05-15,0.7282,0.8868,up,23,0.917,0.2596,9.0,continuacion,continuacion,continuacion,8.0
2020-05-19,0.59,0.6495,up,26,0.8878,0.3193,32.0,continuacion,continuacion,continuacion,47.0
2020-05-20,0.4363,0.95,up,16,0.8767,0.3294,46.0,continuacion,continuacion,continuacion,42.0
2020-05-21,0.4327,0.881,down,24,1.1076,0.4067,29.0,continuacion,continuacion,continuacion,7.0
2020-05-22,0.5147,0.3424,up,23,0.9918,0.328,13.0,neutro,neutro,continuacion,178.0
2020-05-26,0.5212,0.3881,down,20,0.9758,0.3917,16.0,continuacion,continuacion,continuacion,37.0
2020-05-27,0.6503,0.277,down,16,1.0049,0.6596,27.0,continuacion,continuacion,continuacion,24.0
2020-05-28,0.8471,0.9119,up,38,0.9492,0.4417,74.0,continuacion,continuacion,continuacion,36.0
2020-06-01,0.5565,0.9373,up,15,0.8799,0.2615,28.0,neutro,neutro,continuacion,148.0
2020-06-04,0.3902,0.9674,up,15,0.9834,0.3545,20.0,neutro,falla,falla,67.0
2020-06-05,1.1205,0.9883,up,15,0.966,0.2392,59.0,continuacion,continuacion,continuacion,17.0
2020-06-08,0.3766,0.2444,down,15,1.0293,0.2343,7.0,continuacion,continuacion,continuacion,9.0
2020-06-11,0.7846,0.3337,up,42,0.7488,0.2717,31.0,falla,falla,falla,18.0
2020-06-15,0.9116,0.5735,up,25,0.891,0.6807,44.0,continuacion,continuacion,continuacion,34.0
2020-06-18,0.3956,0.8533,up,18,0.8996,0.2538,104.0,neutro,neutro,falla,208.0
2020-06-23,0.4039,0.8102,up,17,0.9945,0.3095,59.0,continuacion,continuacion,continuacion,22.0
2020-06-25,1.075,0.1381,down,16,1.0223,0.2568,5.0,neutro,neutro,falla,130.0
2020-07-08,0.4542,0.8198,up,17,0.9366,0.2394,29.0,neutro,falla,falla,62.0
2020-07-10,0.858,0.4173,down,30,1.0186,0.2961,6.0,neutro,neutro,falla,181.0
2020-07-14,1.416,0.8564,down,21,1.0116,0.8994,7.0,continuacion,continuacion,continuacion,14.0
2020-07-15,0.8256,0.9721,down,93,0.8641,0.3144,2.0,continuacion,continuacion,continuacion,1.0
2020-07-16,0.5915,0.6581,down,31,0.9756,0.2291,2.0,continuacion,continuacion,continuacion,5.0
2020-07-17,0.6394,0.0491,down,16,1.0681,0.4028,61.0,neutro,neutro,falla,245.0
2020-07-21,0.8837,0.0642,down,40,1.0023,0.2064,18.0,continuacion,continuacion,continuacion,9.0
2020-07-22,0.4776,0.2863,up,23,0.777,0.2262,15.0,falla,falla,falla,39.0
2020-07-23,0.4331,0.8773,up,15,0.9047,0.2419,7.0,falla,falla,falla,20.0
2020-07-24,1.2653,0.4371,up,39,0.8687,0.2943,22.0,continuacion,continuacion,continuacion,23.0
2020-07-27,0.9165,0.9485,up,19,0.9233,0.2279,15.0,neutro,falla,falla,94.0
2020-07-28,0.6281,0.5003,down,21,0.9659,0.2054,4.0,neutro,falla,falla,105.0
2020-07-31,1.1107,0.3632,down,33,1.07,0.6122,35.0,neutro,continuacion,continuacion,119.0
2020-08-03,0.5562,0.9933,up,15,0.8729,0.2302,19.0,neutro,neutro,continuacion,274.0
2020-08-04,0.3981,0.9635,up,15,0.9548,0.2934,44.0,neutro,neutro,falla,242.0
2020-08-05,0.3412,0.1422,up,21,0.9085,0.2252,26.0,continuacion,continuacion,continuacion,49.0
2020-08-07,0.2853,0.5513,up,17,0.8951,0.2407,76.0,falla,falla,falla,25.0
2020-08-11,0.6699,0.7711,up,15,0.9855,0.3716,120.0,continuacion,continuacion,continuacion,39.0
2020-08-13,0.5764,0.8529,up,60,0.725,0.2665,61.0,neutro,continuacion,continuacion,88.0
2020-08-14,0.4335,0.7788,down,16,1.0427,0.5547,65.0,neutro,neutro,neutro,
2020-08-17,0.27,0.7037,up,16,0.8827,0.2153,25.0,neutro,neutro,continuacion,172.0
2020-08-18,0.4814,0.6083,down,24,0.9785,0.2932,18.0,continuacion,continuacion,continuacion,16.0
2020-08-19,0.4223,0.0948,down,15,1.0248,0.3026,15.0,falla,falla,falla,60.0
2020-08-25,0.4958,0.7857,up,46,0.7203,0.511,88.0,neutro,neutro,continuacion,170.0
2020-08-28,0.2674,0.6658,down,16,0.993,0.2123,6.0,falla,falla,falla,7.0
2020-08-31,0.3793,1.0,up,15,0.9162,0.4937,97.0,neutro,continuacion,continuacion,91.0
2020-09-01,0.6353,0.6919,up,22,0.8963,0.3292,22.0,continuacion,continuacion,continuacion,8.0
2020-09-02,0.6134,0.589,down,21,0.9847,0.9355,41.0,continuacion,continuacion,continuacion,56.0
2020-09-08,1.353,0.2619,up,26,0.9319,0.2222,2.0,continuacion,continuacion,continuacion,1.0
2020-09-10,0.5501,0.4218,down,20,0.8459,0.2245,3.0,falla,falla,falla,10.0
2020-09-11,0.9979,0.2832,down,26,1.1164,0.3967,8.0,continuacion,continuacion,continuacion,6.0
2020-09-14,0.6879,0.941,up,15,0.8615,0.2833,8.0,continuacion,continuacion,continuacion,9.0
2020-09-16,0.4771,0.0,down,16,1.0919,0.2258,5.0,continuacion,continuacion,continuacion,27.0
2020-09-17,0.7634,0.5541,up,17,0.9567,0.742,36.0,continuacion,continuacion,continuacion,22.0
2020-09-18,0.5879,0.3333,down,15,0.8098,0.4655,15.0,continuacion,continuacion,continuacion,31.0
2020-09-21,0.9914,0.6795,up,16,1.0069,0.2274,4.0,continuacion,continuacion,continuacion,2.0
2020-09-22,0.7836,0.0766,down,15,1.1393,0.332,11.0,neutro,continuacion,continuacion,63.0
2020-09-23,0.5209,0.5882,down,22,1.2819,0.2621,9.0,continuacion,continuacion,continuacion,4.0
2020-09-24,0.7392,0.7152,up,16,0.947,1.4133,49.0,continuacion,continuacion,continuacion,57.0
2020-09-28,0.5087,0.1279,down,15,1.0072,0.2693,13.0,continuacion,continuacion,continuacion,9.0
2020-10-01,0.2915,0.2695,down,15,0.9462,0.2058,11.0,continuacion,continuacion,continuacion,4.0
2020-10-02,1.0702,0.8508,up,17,0.9931,0.4236,51.0,neutro,falla,falla,76.0
2020-10-08,0.4195,0.0924,down,16,0.988,0.3452,47.0,neutro,neutro,neutro,
2020-10-15,0.8651,0.9794,up,16,0.8088,0.2075,11.0,falla,falla,falla,46.0
2020-10-16,0.354,0.7194,up,30,0.7872,0.4387,48.0,falla,falla,falla,22.0
2020-10-20,0.5921,0.6012,up,29,0.8217,0.2908,20.0,falla,falla,falla,41.0
2020-10-21,0.7143,0.9261,up,15,0.8864,0.3282,22.0,neutro,falla,falla,68.0
2020-10-23,0.6861,0.2164,down,20,1.0264,0.24,17.0,neutro,continuacion,continuacion,92.0
2020-10-26,0.8148,0.7612,up,22,0.76,0.2851,15.0,falla,falla,falla,42.0
2020-10-27,0.5277,0.9865,up,15,0.8934,0.2731,102.0,continuacion,continuacion,continuacion,29.0
2020-10-29,0.6683,0.2806,up,24,0.799,0.237,6.0,continuacion,continuacion,continuacion,2.0
2020-10-30,0.9615,0.042,down,15,1.0787,0.3701,10.0,continuacion,continuacion,continuacion,18.0
2020-11-02,0.6756,0.7482,up,21,0.887,0.2382,5.0,falla,falla,falla,47.0
2020-11-05,0.6922,0.7427,up,15,0.974,0.4354,39.0,neutro,neutro,continuacion,259.0
2020-11-06,1.1532,0.054,down,22,0.8571,0.241,8.0,neutro,falla,falla,95.0
2020-11-09,1.3724,0.3897,up,34,0.8123,0.4228,32.0,neutro,neutro,falla,219.0
2020-11-10,1.0296,0.1814,down,15,1.0075,1.0892,87.0,neutro,neutro,neutro,
2020-11-13,0.4424,0.726,down,30,0.8177,0.335,26.0,continuacion,continuacion,continuacion,12.0
2020-11-16,0.7793,0.9827,up,15,0.885,0.2228,53.0,continuacion,continuacion,continuacion,20.0
2020-11-17,0.4484,0.1457,down,15,0.8488,0.2151,15.0,neutro,neutro,falla,210.0
2020-11-18,0.3707,0.7417,down,22,1.036,0.2743,14.0,neutro,falla,falla,108.0
2020-11-19,0.4432,0.9836,up,15,0.8758,0.2651,28.0,continuacion,continuacion,continuacion,25.0
2020-11-27,0.3226,0.6348,up,30,0.6002,0.4283,108.0,neutro,neutro,neutro,
2020-12-01,0.4056,0.7705,up,16,0.924,0.3844,45.0,continuacion,continuacion,continuacion,58.0
2020-12-03,0.3154,0.4786,up,33,0.9786,0.2954,32.0,falla,falla,falla,34.0
2020-12-04,0.3096,0.883,up,16,0.8918,0.2463,37.0,continuacion,continuacion,continuacion,26.0
2020-12-07,0.4455,0.867,up,17,0.9154,0.2346,107.0,neutro,neutro,neutro,
2020-12-08,0.4026,0.3899,down,17,0.8727,0.2714,44.0,neutro,falla,falla,89.0
2020-12-14,0.6109,0.9136,up,16,0.9921,0.2526,25.0,continuacion,continuacion,continuacion,3.0
2020-12-15,0.3401,0.3567,down,68,0.7529,0.5527,120.0,neutro,neutro,falla,142.0
2020-12-17,0.2322,0.2372,down,26,0.8951,0.2029,31.0,continuacion,continuacion,continuacion,31.0
2020-12-21,0.6339,0.4637,down,19,0.9141,0.8459,104.0,neutro,falla,falla,78.0
2020-12-22,0.3234,0.8609,up,16,0.8361,0.2682,15.0,falla,falla,falla,60.0
2020-12-28,0.2407,0.3347,down,19,1.1287,0.3788,45.0,falla,falla,falla,27.0
2020-12-29,0.2999,0.5643,down,25,0.9509,0.5387,43.0,neutro,neutro,continuacion,129.0
2020-12-30,0.3827,0.1493,down,15,0.8315,0.3068,66.0,neutro,neutro,neutro,
2021-01-05,0.8244,0.9563,up,15,0.7512,0.2381,32.0,neutro,neutro,continuacion,230.0
2021-01-06,0.5752,0.8347,up,17,0.8956,0.3445,13.0,continuacion,continuacion,continuacion,10.0
2021-01-11,0.6298,0.3886,up,36,0.8017,0.2375,38.0,neutro,continuacion,continuacion,106.0
2021-01-12,0.42,0.522,down,17,0.8916,0.3882,10.0,neutro,neutro,continuacion,127.0
2021-01-13,0.4047,0.0701,up,20,0.9137,0.2131,6.0,continuacion,continuacion,continuacion,38.0
2021-01-19,0.3219,0.179,down,17,0.8836,0.2197,12.0,continuacion,continuacion,continuacion,3.0
2021-01-21,0.4668,0.3183,up,40,0.7671,0.3567,88.0,neutro,neutro,continuacion,157.0
2021-01-22,0.2617,0.8235,up,15,1.0335,0.2153,29.0,falla,falla,falla,24.0
2021-01-27,1.2848,0.0676,down,15,0.9798,0.3014,6.0,continuacion,continuacion,continuacion,1.0
2021-01-28,0.8937,0.9052,up,45,1.0893,0.2168,5.0,continuacion,continuacion,continuacion,2.0
2021-02-01,0.4216,0.2908,down,15,0.9512,0.6037,29.0,falla,falla,falla,21.0
2021-02-02,0.4368,0.9015,up,15,0.9771,0.2415,41.0,neutro,continuacion,continuacion,78.0
2021-02-03,0.6312,0.2704,down,40,0.9124,0.5273,91.0,neutro,neutro,continuacion,258.0
2021-02-23,1.4907,0.0067,down,15,1.0432,0.5309,6.0,falla,falla,falla,34.0
2021-02-24,0.899,0.2246,down,31,0.9273,0.3189,6.0,continuacion,continuacion,continuacion,3.0
2021-02-25,0.8465,0.636,down,33,1.0378,0.3766,7.0,continuacion,continuacion,continuacion,2.0
2021-02-26,0.7806,0.5408,down,20,1.0063,1.3922,56.0,neutro,falla,falla,82.0
2021-03-02,0.7205,0.1983,down,17,1.0331,0.2174,6.0,continuacion,continuacion,continuacion,33.0
2021-03-03,0.9421,0.1751,down,16,0.9215,0.8342,75.0,neutro,continuacion,continuacion,118.0
2021-03-04,0.9179,0.5934,down,17,1.0349,1.1053,48.0,falla,falla,falla,27.0
2021-03-05,1.2785,0.2936,down,19,1.0528,0.7022,13.0,continuacion,continuacion,continuacion,19.0
2021-03-08,1.2639,0.9402,up,15,0.9972,0.2292,53.0,neutro,falla,falla,72.0
2021-03-12,0.5867,0.7264,up,20,0.9912,0.2453,17.0,falla,falla,falla,20.0
2021-03-15,0.353,0.883,up,15,1.0932,0.2564,32.0,falla,falla,falla,11.0
2021-03-17,0.5138,0.0184,down,15,0.9767,0.258,25.0,continuacion,continuacion,continuacion,28.0
2021-03-19,0.7813,0.9053,up,16,0.9137,0.2809,102.0,continuacion,continuacion,continuacion,7.0
2021-03-23,0.4589,0.3007,up,26,0.6442,0.4568,42.0,neutro,neutro,falla,199.0
2021-03-24,0.324,0.8325,up,15,1.0073,0.6264,65.0,neutro,falla,falla,70.0
2021-03-25,0.3843,0.2521,down,16,1.0214,0.7331,45.0,falla,falla,falla,54.0
2021-03-30,0.4773,0.9323,up,39,1.115,0.3214,39.0,neutro,neutro,neutro,
2021-04-07,0.3492,0.9313,up,15,1.0449,0.5237,115.0,neutro,neutro,continuacion,153.0
2021-04-09,0.3214,0.9897,up,15,0.977,0.3264,46.0,neutro,continuacion,continuacion,69.0
2021-04-12,0.2355,0.3552,down,18,0.9335,0.2469,12.0,continuacion,continuacion,continuacion,42.0
2021-04-15,0.3917,0.6915,up,45,0.9466,0.2469,66.0,neutro,continuacion,continuacion,100.0
2021-04-19,0.4443,0.861,down,35,1.0996,0.647,74.0,continuacion,continuacion,continuacion,26.0
2021-04-21,0.4611,0.4344,up,18,0.7547,0.2978,18.0,continuacion,continuacion,continuacion,19.0
2021-04-23,0.3305,0.6036,up,20,1.173,0.2226,40.0,continuacion,continuacion,continuacion,3.0
2021-04-28,0.405,0.5113,up,18,0.686,0.2766,41.0,neutro,falla,falla,91.0
2021-04-30,0.3767,0.6216,up,18,0.8993,0.4576,71.0,neutro,neutro,falla,174.0
2021-05-05,0.4435,0.6397,down,27,1.0706,0.5427,37.0,neutro,neutro,continuacion,268.0
2021-05-06,0.6294,0.5733,down,30,0.9947,0.2567,24.0,neutro,falla,falla,70.0
2021-05-07,0.5704,0.5211,up,19,1.1026,0.4955,68.0,neutro,neutro,falla,184.0
2021-05-10,0.894,0.1319,down,23,0.8941,0.2458,16.0,continuacion,continuacion,continuacion,21.0
2021-05-11,1.0818,0.9302,up,21,0.8838,0.4031,16.0,neutro,continuacion,continuacion,75.0
2021-05-19,0.7307,0.9351,up,15,1.0354,0.2856,48.0,continuacion,continuacion,continuacion,17.0
2021-05-25,0.4383,0.2738,down,21,0.9386,0.201,12.0,continuacion,continuacion,continuacion,30.0
2021-06-10,0.8019,0.9552,up,15,0.9081,0.3035,28.0,neutro,neutro,continuacion,346.0
2021-06-14,0.3583,0.8852,up,15,0.9609,0.2169,8.0,neutro,neutro,continuacion,131.0
2021-06-18,0.619,0.7968,down,102,0.8371,0.2422,20.0,neutro,neutro,neutro,
2021-06-25,0.2003,0.786,down,21,0.7823,0.2626,14.0,continuacion,continuacion,continuacion,7.0
2021-07-07,0.4433,0.5309,down,33,0.9754,0.6119,106.0,neutro,neutro,neutro,
2021-07-15,0.7127,0.1708,down,58,1.1677,0.2745,23.0,continuacion,continuacion,continuacion,12.0
2021-07-26,0.3328,0.909,up,16,1.0117,0.2066,58.0,neutro,continuacion,continuacion,72.0
2021-07-28,0.8124,0.0546,up,40,0.9362,0.3386,31.0,neutro,neutro,neutro,
2021-07-30,0.359,0.8693,up,15,0.8246,0.3987,48.0,neutro,neutro,neutro,
2021-08-13,0.1718,0.2552,up,16,1.2157,0.3125,94.0,neutro,neutro,neutro,
2021-08-19,0.4834,0.5057,up,31,0.842,0.3426,32.0,continuacion,continuacion,continuacion,23.0
2021-09-03,0.3508,0.609,up,27,0.9316,0.3705,40.0,neutro,neutro,continuacion,162.0
2021-09-13,0.7357,0.0509,down,15,1.0851,0.5522,63.0,continuacion,continuacion,continuacion,27.0
2021-09-14,0.4111,0.149,down,20,0.8833,0.4771,107.0,neutro,neutro,continuacion,162.0
2021-09-16,0.3779,0.2393,down,16,1.0521,0.2497,22.0,continuacion,continuacion,continuacion,7.0
2021-09-21,0.4502,0.7938,up,15,1.0685,0.2422,11.0,falla,falla,falla,13.0
2021-09-23,0.5488,0.8966,up,16,0.848,0.4568,94.0,neutro,neutro,continuacion,131.0
2021-09-29,0.4328,0.0891,up,19,1.029,0.3699,22.0,neutro,falla,falla,84.0
2021-10-01,0.6981,0.0,down,15,0.9813,0.219,21.0,continuacion,continuacion,continuacion,9.0
2021-10-07,0.6018,0.7661,up,29,0.7988,0.321,79.0,continuacion,continuacion,continuacion,39.0
2021-10-08,0.6329,0.4321,down,16,1.0763,0.221,61.0,neutro,continuacion,continuacion,63.0
2021-10-12,0.6056,0.0138,down,15,1.084,0.2069,16.0,continuacion,continuacion,continuacion,16.0
2021-10-13,0.4125,0.6358,down,20,0.8645,0.34,30.0,neutro,continuacion,continuacion,75.0
2021-10-26,0.4974,0.8518,up,31,1.0774,0.2725,60.0,falla,falla,falla,59.0
2021-10-27,0.4297,0.9883,up,15,0.8255,0.2155,72.0,continuacion,continuacion,continuacion,24.0
2021-11-10,0.5217,0.7995,up,15,0.9608,0.5829,108.0,neutro,falla,falla,102.0
2021-11-19,0.2854,0.9661,up,15,0.9415,0.3198,25.0,neutro,continuacion,continuacion,87.0
2021-11-22,0.4266,0.9884,up,15,0.9402,0.3464,71.0,falla,falla,falla,16.0
2021-11-23,0.5871,0.7515,up,16,0.9412,0.2532,14.0,falla,falla,falla,9.0
2021-11-26,0.6382,0.0674,down,15,0.8727,0.2202,6.0,continuacion,continuacion,continuacion,14.0
2021-11-30,0.3242,0.6357,up,15,1.0166,0.5109,38.0,falla,falla,falla,23.0
2021-12-01,0.509,0.4309,up,31,0.9064,0.4568,114.0,falla,falla,falla,60.0
2021-12-02,1.1946,0.7978,up,18,0.8765,0.3003,18.0,falla,falla,falla,37.0
2021-12-10,0.5253,0.024,down,15,1.0222,0.2475,6.0,continuacion,continuacion,continuacion,5.0
2021-12-15,0.4266,0.2788,down,17,0.8198,0.2278,10.0,continuacion,continuacion,continuacion,3.0
2021-12-17,0.854,0.1598,up,19,0.9239,0.3272,4.0,falla,falla,falla,29.0
2021-12-21,0.5778,0.1538,down,15,0.9641,0.243,6.0,continuacion,continuacion,continuacion,3.0
2021-12-22,0.5024,0.9687,up,15,0.9594,0.2051,11.0,continuacion,continuacion,continuacion,41.0
2021-12-23,0.373,0.517,up,29,0.6397,0.2174,33.0,continuacion,continuacion,continuacion,16.0
2021-12-29,0.3486,0.215,down,16,0.9358,0.6399,79.0,neutro,neutro,neutro,
2021-12-30,0.4093,0.2628,up,35,0.7352,0.3109,55.0,neutro,neutro,falla,285.0
2021-12-31,0.3606,0.2984,down,17,1.0412,0.3076,21.0,neutro,neutro,continuacion,130.0
2022-01-03,0.6492,0.6255,down,17,1.1074,0.5189,16.0,neutro,neutro,falla,280.0
2022-01-05,0.6859,0.6841,up,22,0.984,0.2101,11.0,neutro,neutro,falla,149.0
2022-01-06,1.1393,0.9308,down,33,0.967,0.3375,5.0,continuacion,continuacion,continuacion,3.0
2022-01-10,0.8158,0.2043,down,15,1.007,0.9016,92.0,neutro,neutro,falla,154.0
2022-01-11,0.7556,0.1965,up,33,0.9506,0.3871,12.0,continuacion,continuacion,continuacion,57.0
2022-01-12,0.6069,0.1621,down,17,1.1016,0.2297,57.0,continuacion,continuacion,continuacion,6.0
2022-01-14,1.0113,0.9259,up,15,1.0018,0.3777,15.0,continuacion,continuacion,continuacion,19.0
2022-01-18,0.6583,0.796,up,36,1.0202,0.3896,15.0,neutro,falla,falla,70.0
2022-01-19,0.5811,0.5505,up,16,1.0287,0.2086,20.0,falla,falla,falla,26.0
2022-01-20,0.6362,1.0,up,15,0.9731,0.2313,22.0,continuacion,continuacion,continuacion,24.0
2022-01-21,1.018,0.0135,down,23,0.9964,0.2573,7.0,continuacion,continuacion,continuacion,1.0
2022-01-24,0.9911,0.0,down,15,0.8474,0.4181,9.0,continuacion,continuacion,continuacion,15.0
2022-01-25,0.8474,0.1635,down,15,1.0292,1.0328,43.0,neutro,continuacion,continuacion,69.0
2022-01-27,0.7429,0.9496,up,15,1.0156,0.2318,6.0,continuacion,continuacion,continuacion,3.0
2022-01-28,1.4694,0.0018,down,15,0.9714,0.2689,18.0,falla,falla,falla,52.0
2022-02-01,1.1179,0.1067,down,30,1.0141,0.3748,8.0,neutro,neutro,falla,322.0
2022-02-02,0.7627,0.1821,down,16,0.9748,0.2478,6.0,continuacion,continuacion,continuacion,43.0
2022-02-03,0.8302,0.5927,up,50,0.9536,0.2245,3.0,continuacion,continuacion,continuacion,7.0
2022-02-04,1.0061,0.7854,up,15,0.9728,0.2757,17.0,continuacion,continuacion,continuacion,3.0
2022-02-08,0.5993,0.5375,down,30,0.9384,0.2234,5.0,falla,falla,falla,41.0
2022-02-09,0.4218,0.4644,down,18,1.0266,0.2397,33.0,falla,falla,falla,39.0
2022-02-10,0.8211,0.7766,up,20,1.0337,1.1677,103.0,neutro,neutro,falla,125.0
